IM62v4,IM767v2,category,stratum,Athal,defline
Migut.11G122200,MgIM767.11G117600,1:1,out,AT5G15310,(1 of 1) PTHR10641:SF1380 - TRANSCRIPTION FACTOR MYB16
Migut.11G122300,MgIM767.11G117700,1:1,out,AT5G61430,(1 of 1) PTHR31744:SF104 - NAC DOMAIN-CONTAINING PROTEIN 100
Migut.11G122400,MgIM767.11G117800,1:1,out,AT5G15290,(1 of 13) PTHR36488:SF8 - CASP-LIKE PROTEIN 1U1
Migut.11G122500,MgIM767.11G117900,1:1,out,AT5G15280,(1 of 4) PTHR47939:SF2 - FERTILITY RESTORER
x,MgIM767.11G118000,IM767+,out,,"(1 of 3) IPR011002 - Flagellar motor switch protein FliG, alpha-helical"
Migut.11G122600,x,IM62+,out,,
Migut.11G122700,x,IM62+,out,AT1G64840,(1 of 3) PTHR47123:SF24 - LOW PROTEIN: F-BOX_KELCH-REPEAT PROTEIN
Migut.11G122800,MgIM767.11G118200,1:1,out,AT1G52970,(1 of 11) PTHR31207:SF23 - DOWNREGULATED IN DIF1 18-RELATED
Migut.11G122900,MgIM767.11G118300,1:1,out,,
Migut.11G123000,MgIM767.11G118400,1:1,out,AT5G34885,(1 of 22) PTHR31951:SF22 - ECA1 GAMETOGENESIS RELATED FAMILY PROTEIN-RELATED
Migut.11G123100,x,IM62+,out,,
Migut.11G123200,MgIM767.11G118500,1:1,out,AT5G34885,(1 of 22) PTHR31951:SF22 - ECA1 GAMETOGENESIS RELATED FAMILY PROTEIN-RELATED
Migut.11G123300,MgIM767.11G118600,1:1,out,,
Migut.11G123400,MgIM767.11G118700,1:1,out,,
Migut.11G123500,MgIM767.11G118800,1:1,out,AT5G39670,(1 of 1) PTHR10891:SF1001 - CALCIUM-BINDING PROTEIN CML46-RELATED
Migut.11G123600,MgIM767.11G118900,1:1,out,AT5G15265,(1 of 1) PTHR37908:SF3 - TRANSMEMBRANE PROTEIN
Migut.11G123700,MgIM767.11G119000,1:1,out,AT5G39660,(1 of 1) PTHR31089:SF70 - CYCLIC DOF FACTOR 2
Migut.11G123800,MgIM767.11G119100,1:1,out,AT3G01170,(1 of 1) PTHR46996:SF4 - RIBOSOMAL PROTEIN L34E SUPERFAMILY PROTEIN
Migut.11G123900,MgIM767.11G119200,1:1,out,AT3G01175,(1 of 1) PTHR46741:SF7 - TRANSMEMBRANE PROTEIN
Migut.11G124000,MgIM767.11G119300,1:1,out,AT3G28920,(1 of 1) PTHR31948:SF137 - ZINC-FINGER HOMEODOMAIN PROTEIN 9
Migut.11G124100,MgIM767.11G119400,1:1,out,AT5G39785,(1 of 1) PTHR46741:SF10 - RIBOSOMAL PROTEIN L34AE
Migut.11G124200,MgIM767.11G119500,1:1,out,,
Migut.11G124300,MgIM767.11G119600,1:1,out,AT5G39850,(1 of 1) PTHR11831:SF47 - 40S RIBOSOMAL PROTEIN S9-2
Migut.11G124400,MgIM767.11G119700,1:1,out,AT4G14960,(1 of 3) PTHR11588:SF443 - TUBULIN ALPHA-6 CHAIN
Migut.11G124500,MgIM767.11G119800,1:1,out,AT3G28857,(1 of 1) PTHR46446:SF28 - TRANSCRIPTION FACTOR PRE5
Migut.11G124600,MgIM767.11G119900,1:1,out,AT2G02760,(1 of 1) PTHR24067:SF301 - UBIQUITIN-CONJUGATING ENZYME E2 2
Migut.11G124700,MgIM767.11G120000,1:1,out,AT5G39900,"(1 of 1) PTHR43512:SF7 - TRANSLATION FACTOR GUF1, MITOCHONDRIAL"
Migut.11G124800,MgIM767.11G120100,1:1,out,AT3G28710,"(1 of 2) K02146 - V-type H+-transporting ATPase subunit d (ATPeV0D, ATP6D)"
Migut.11G124900,MgIM767.11G120200,1:1,out,AT1G79700,(1 of 1) PTHR32467:SF122 - AP2_ERF DOMAIN-CONTAINING PROTEIN
Migut.11G125000,MgIM767.11G120300,1:1,out,AT3G28730,(1 of 1) K09272 - structure-specific recognition protein 1 (SSRP1)
Migut.11G125100,MgIM767.11G120400,1:1,out,AT3G01280,(1 of 1) PTHR11743:SF60 - MITOCHONDRIAL OUTER MEMBRANE PROTEIN PORIN 1
x,MgIM767.11G120500,IM767+,out,,
Migut.11G125200,x,IM62+,out,AT3G28700,(1 of 1) K18164 - NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7 (NDUFAF7)
Migut.11G125300,MgIM767.11G120600,1:1,out,AT3G28700,(1 of 1) K18164 - NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7 (NDUFAF7)
Migut.11G125400,MgIM767.11G120700,1:1,out,AT5G39950,(1 of 1) PTHR10438:SF413 - THIOREDOXIN H2
Migut.11G125500,MgIM767.11G120800,1:1,out,AT3G01310,(1 of 2) 2.7.4.21//2.7.4.24 - inositol-hexakisphosphate 5-kinase. / IP6K. // diphosphoinositol-pentakisphosphate 1-kinase. / PP-IP5 kinase.
Migut.11G125600,MgIM767.11G120900,1:1,out,AT5G39940,(1 of 1) K07007 - uncharacterized protein (K07007)
Migut.11G125700,MgIM767.11G121000,1:1,out,AT1G27100,(1 of 1) PTHR31205:SF40 - ACTIN CROSS-LINKING PROTEIN
Migut.11G125800,MgIM767.11G121100,1:1,out,AT5G52370,(1 of 2) PF16053 - Mitochondrial 28S ribosomal protein S34 (MRP-S34)
x,MgIM767.11G121200,IM767+,out,AT3G47870,(1 of 2) PTHR31301:SF21 - LOB DOMAIN-CONTAINING PROTEIN 27
x,MgIM767.11G121300,IM767+,out,AT3G47870,(1 of 2) PTHR31301:SF21 - LOB DOMAIN-CONTAINING PROTEIN 27
x,MgIM767.11G121400,IM767+,out,AT3G47870,(1 of 2) PTHR31301:SF21 - LOB DOMAIN-CONTAINING PROTEIN 27
x,MgIM767.11G121500,IM767+,out,AT3G47870,(1 of 2) PTHR31301:SF21 - LOB DOMAIN-CONTAINING PROTEIN 27
Migut.11G125900,MgIM767.11G121600,1:1,out,AT5G39990,(1 of 1) PTHR45719:SF40 - BETA-GLUCURONOSYLTRANSFERASE GLCAT14A
Migut.11G126000,MgIM767.11G121700,1:1,out,AT3G28490,(1 of 2) PTHR10869:SF235 - PROLYL 4-HYDROXYLASE 6-RELATED
Migut.11G126100,MgIM767.11G121800,1:1,out,AT3G28450,(1 of 4) PTHR48056:SF81 - LEUCINE-RICH REPEAT CONTAINING PROTEIN
Migut.11G126200,MgIM767.11G121900,1:1,out,AT3G28420,(1 of 1) PTHR35997:SF5 - DUF4408 DOMAIN-CONTAINING PROTEIN
Migut.11G126300,MgIM767.11G122000,1:1,out,AT5G15020,(1 of 3) PTHR12346:SF8 - PAIRED AMPHIPATHIC HELIX PROTEIN SIN3-LIKE 1-RELATED
x,MgIM767.11G122100,IM767+,out,,(1 of 12) 3.4.24.7 - interstitial collagenase. / vertebrate collagenase.
Migut.11G126400,x,IM62+,out,AT1G70170,(1 of 1) PTHR10201:SF247 - METALLOENDOPROTEINASE 2-MMP
Migut.11G126500,x,IM62+,out,AT3G01360,(1 of 1) PTHR46285:SF7 - OS06G0238900 PROTEIN
Migut.11G126600,MgIM767.11G122200,1:1,out,AT1G24140,(1 of 1) PTHR10201:SF263 - METALLOENDOPROTEINASE 3-MMP
Migut.11G126700,MgIM767.11G122300,1:1,out,AT1G70170,(1 of 1) PTHR10201:SF247 - METALLOENDOPROTEINASE 2-MMP
Migut.11G126800,MgIM767.11G122400,1:1,out,AT1G70170,(1 of 1) PTHR10201:SF247 - METALLOENDOPROTEINASE 2-MMP
Migut.11G126900,MgIM767.11G122500,1:1,out,AT1G70170,(1 of 1) PTHR10201:SF247 - METALLOENDOPROTEINASE 2-MMP
Migut.11G127000,MgIM767.11G122600,1:1,out,AT3G01360,(1 of 1) PTHR46285:SF7 - OS06G0238900 PROTEIN
Migut.11G127100,MgIM767.11G122700,1:1,out,AT2G04700,(1 of 1) K17892 - ferredoxin-thioredoxin reductase catalytic chain (FTRC)
x,MgIM767.11G122800,IM767+,out,AT3G62210,(1 of 9) PTHR14379:SF98 - EMB|CAB71865.1-RELATED
Migut.11G127200,MgIM767.11G122900,1:1,out,AT5G14920,(1 of 1) PTHR23201:SF162 - GIBBERELLIN-REGULATED PROTEIN 14
Migut.11G127300,MgIM767.11G123000,1:1,out,AT4G09610,(1 of 15) PF02704 - Gibberellin regulated protein (GASA)
Migut.11G127400,MgIM767.11G123100,1:1,out,AT5G14910,(1 of 67) IPR036163 - Heavy metal-associated domain superfamily
Migut.11G127500,MgIM767.11G123200,1:1,out,AT5G40160,(1 of 1) PTHR24203:SF76 - ANK_REP_REGION DOMAIN-CONTAINING PROTEIN
Migut.11G127600,MgIM767.11G123300,1:1,out,AT5G40190,"(1 of 2) PTHR36039:SF2 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MMG15"
Migut.11G127700,MgIM767.11G123400,1:1,out,AT5G62865,(1 of 1) PTHR47076:SF2 - (RAPE) HYPOTHETICAL PROTEIN
Migut.11G127800,MgIM767.11G123500,1:1,out,AT2G18670,(1 of 3) PTHR46539:SF9 - RING-H2 FINGER PROTEIN ATL56
Migut.11G127900,MgIM767.11G123600,1:1,out,AT5G14790,(1 of 3) PTHR21567:SF62 - ARM REPEAT SUPERFAMILY PROTEIN
Migut.11G128000,MgIM767.11G123700,1:1,out,AT3G55250,(1 of 1) PTHR36770:SF1 - CALCIUM HOMEOSTASIS REGULATOR-RELATED
Migut.11G128100,MgIM767.11G123800,1:1,out,AT1G70350,(1 of 1) PTHR33156:SF2 - NUCLEAR FUSION DEFECTIVE 6
Migut.11G128200,MgIM767.11G123900,1:1,out,AT1G23750,(1 of 1) PTHR31472:SF41 - F5O8.30 PROTEIN
Migut.11G128300,MgIM767.11G124000,1:1,out,AT3G27925,(1 of 1) PTHR43343:SF2 - PDZ DOMAIN-CONTAINING PROTEIN
x,MgIM767.11G124100,IM767+,out,AT3G52030,(1 of 1) PTHR44436:SF1 - F-BOX_WD REPEAT-CONTAINING PROTEIN 2
x,MgIM767.11G124200,IM767+,out,AT3G62210,(1 of 9) PTHR14379:SF98 - EMB|CAB71865.1-RELATED
Migut.11G128400,MgIM767.11G124300,1:1,out,AT3G27880,(1 of 1) PTHR33095:SF101 - OS05G0578100 PROTEIN
Migut.11G128500,MgIM767.11G124400,1:1,out,AT5G14720,(1 of 1) PTHR48014:SF10 - PROTEIN KINASE SUPERFAMILY PROTEIN
Migut.11G128600,MgIM767.11G124500,1:1,out,AT3G01516,(1 of 1) PTHR33264:SF42 - (RAPE) HYPOTHETICAL PROTEIN
Migut.11G128700,MgIM767.11G124600,1:1,out,AT5G14680,(1 of 1) PTHR47710:SF1 - ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE SUPERFAMILY PROTEIN
Migut.11G128800,MgIM767.11G124700,1:1,out,AT5G40340,(1 of 1) PTHR10688:SF16 - PWWP DOMAIN-CONTAINING PROTEIN 3
Migut.11G128900,MgIM767.11G124800,1:1,out,AT3G27830,"(1 of 2) PTHR45987:SF25 - 50S RIBOSOMAL PROTEIN L12-1, CHLOROPLASTIC-RELATED"
Migut.11G129000,MgIM767.11G124900,1:1,out,AT3G27820,(1 of 1) PTHR43557:SF2 - RIESKE DOMAIN-CONTAINING PROTEIN-RELATED
Migut.11G129100,MgIM767.11G125000,1:1,out,AT5G14660,(1 of 1) PTHR10458:SF22 - PEPTIDE DEFORMYLASE
Migut.11G129200,MgIM767.11G125100,1:1,out,AT5G14640,(1 of 1) PTHR24057:SF0 - PROTEIN KINASE SHAGGY-RELATED
Migut.11G129300,MgIM767.11G125200,1:1,out,,
Migut.11G129400,MgIM767.11G125300,1:1,out,AT5G14620,(1 of 1) PTHR23068:SF25 - DNA (CYTOSINE-5)-METHYLTRANSFERASE DRM2
Migut.11G129500,MgIM767.11G125400,1:1,out,AT3G01540,(1 of 1) PTHR47958:SF92 - DEAD-BOX ATP-DEPENDENT RNA HELICASE 14
Migut.11G129600,MgIM767.11G125500,1:1,out,AT2G13600,(1 of 32) PTHR47928:SF190 - OS04G0110500 PROTEIN
Migut.11G129700,MgIM767.11G125600,1:1,out,AT3G01550,"(1 of 1) PTHR11132:SF364 - PHOSPHOENOLPYRUVATE_PHOSPHATE TRANSLOCATOR 2, CHLOROPLASTIC"
Migut.11G129800,MgIM767.11G125700,1:1,out,AT5G14590,"(1 of 1) PTHR11822:SF5 - ISOCITRATE DEHYDROGENASE [NADP], CHLOROPLASTIC/MITOCHONDRIAL"
Migut.11G129900,MgIM767.11G125900,1:1,out,AT5G40390,(1 of 1) PTHR31268:SF14 - GALACTINOL--SUCROSE GALACTOSYLTRANSFERASE 5-RELATED
Migut.11G130000,MgIM767.11G126000,1:1,out,AT5G14530,(1 of 1) PTHR19861:SF0 - WD REPEAT-CONTAINING PROTEIN 82
Migut.11G130100,MgIM767.11G126100,1:1,out,AT3G01570,(1 of 1) PTHR33203:SF63 - OLEOSIN 5
Migut.11G130200,MgIM767.11G126200,1:1,out,AT3G27650,(1 of 1) PTHR31301:SF12 - LOB DOMAIN-CONTAINING PROTEIN 25
Migut.11G130300,MgIM767.11G126300,1:1,out,AT5G40460,(1 of 1) PTHR33142:SF40 - CYCLIN-DEPENDENT PROTEIN KINASE INHIBITOR SMR6
Migut.11G130400,MgIM767.11G126400,1:1,out,AT5G19130,(1 of 1) K05289 - glycosylphosphatidylinositol transamidase (GAA1)
Migut.11G130500,MgIM767.11G126500,1:1,out,AT5G40490,(1 of 1) PTHR48033:SF5 - RRM DOMAIN-CONTAINING PROTEIN
Migut.11G130600,MgIM767.11G126600,1:1,out,AT3G27580,(1 of 1) PTHR45637:SF19 - SERINE_THREONINE-PROTEIN KINASE D6PKL3
Migut.11G130700,MgIM767.11G126700,1:1,out,AT3G27570,(1 of 1) PTHR31902:SF10 - ACTIN PATCHES DISTAL PROTEIN 1
Migut.11G130800,MgIM767.11G126800,1:1,out,AT5G14510,(1 of 1) PTHR23315:SF120 - ARMADILLO/BETA-CATENIN-LIKE REPEAT-CONTAINING PROTEIN
Migut.11G130900,MgIM767.11G126900,1:1,out,,
Migut.11G131000,MgIM767.11G127000,1:1,out,,
Migut.11G131100,MgIM767.11G127100,1:1,out,AT3G01580,(1 of 1) PTHR47928:SF92 - PPR_LONG DOMAIN-CONTAINING PROTEIN
Migut.11G131200,MgIM767.11G127200,1:1,out,AT3G01590,(1 of 1) PTHR11122:SF41 - GLUCOSE-6-PHOSPHATE 1-EPIMERASE
Migut.11G131300,MgIM767.11G127300,1:1,out,AT5G40530,(1 of 1) 2.1.1.287 - 25S rRNA (adenine(645)-N(1))-methyltransferase. / 25S rRNA m(1)A(645) methyltransferase.
Migut.11G131400,MgIM767.11G127400,1:1,out,,
Migut.11G131500,MgIM767.11G127500,1:1,out,AT5G50180,(1 of 1) PTHR23257:SF928 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G131600,MgIM767.11G127600,1:1,out,AT3G01600,(1 of 2) PTHR31079:SF2 - F4P13.14 PROTEIN-RELATED
Migut.11G131700,MgIM767.11G127700,1:1,out,AT5G14480,"(1 of 1) PTHR12224:SF14 - BETA-1,4-MANNOSYL-GLYCOPROTEIN 4-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE"
Migut.11G131800,MgIM767.11G127800,1:1,out,AT3G01640,(1 of 2) 2.7.1.43 - glucuronokinase. / glucuronokinase.
Migut.11G131900,MgIM767.11G127900,1:1,out,AT3G27520,
Migut.11G132000,MgIM767.11G128000,1:1,out,AT5G14450,(1 of 12) 3.2.1.51 - alpha-L-fucosidase. / Alpha-L-fucoside fucohydrolase.
Migut.11G132100,MgIM767.11G128100,1:1,out,AT5G14450,(1 of 12) 3.2.1.51 - alpha-L-fucosidase. / Alpha-L-fucoside fucohydrolase.
Migut.11G132200,MgIM767.11G128200,1:1,out,AT5G14420,(1 of 1) PTHR45751:SF51 - E3 UBIQUITIN-PROTEIN LIGASE RGLG2
Migut.11G132300,MgIM767.11G128300,1:1,out,AT5G14410,
Migut.11G132400,MgIM767.11G128400,1:1,out,AT4G35850,(1 of 1) PTHR47801:SF1 - OS05G0145600 PROTEIN
Migut.11G132500,MgIM767.11G128500,1:1,out,AT5G63150,(1 of 1) PTHR32035:SF12 - MITOCHONDRIAL MRNA-PROCESSING PROTEIN COX24 C-TERMINAL DOMAIN-CONTAINING PROTEIN
Migut.11G132600,MgIM767.11G128600,1:1,out,AT4G24760,(1 of 1) PTHR12277:SF154 - ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN
Migut.11G132700,MgIM767.11G128700,1:1,out,AT5G40610,(1 of 1) 1.1.1.8//1.1.1.94 - glycerol-3-phosphate dehydrogenase (NAD(+)). / NAD-linked glycerol 3-phosphate dehydrogenase. // glycerol-3-phosphate dehydrogenase [NAD(P)(+)]. / L-glycerol-3-phosphate:NAD(P) oxidoreductase.
Migut.11G132800,MgIM767.11G128800,1:1,out,,
Migut.11G132900,MgIM767.11G128900,1:1,out,,
Migut.11G133000,MgIM767.11G129000,1:1,out,AT1G67750,(1 of 1) PTHR31683:SF164 - PECTATE LYASE 5-RELATED
Migut.11G133100,MgIM767.11G129100,1:1,out,AT5G14370,(1 of 1) PTHR31874:SF25 - CCT MOTIF FAMILY PROTEIN
Migut.11G133200,x,IM62+,out,,
Migut.11G133300,MgIM767.11G129200,1:1,out,AT5G14360,(1 of 1) PTHR47376:SF2 - PROTEIN BINDING PROTEIN
Migut.11G133400,MgIM767.11G129300,1:1,out,AT5G40640,
Migut.11G133500,MgIM767.11G129400,1:1,out,AT1G67730,"(1 of 1) K10251 - 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase (HSD17B12, KAR, IFA38)"
Migut.11G133600,MgIM767.11G129500,1:1,out,AT1G48940,(1 of 2) PTHR33021:SF289 - EARLY NODULIN-LIKE PROTEIN 5-RELATED
Migut.11G133700,MgIM767.11G129600,1:1,out,AT5G40645,(1 of 1) PTHR33159:SF105 - RPM1-INTERACTING PROTEIN 4-LIKE
Migut.11G133800,MgIM767.11G129700,1:1,out,AT5G40650,"(1 of 3) K00235 - succinate dehydrogenase (ubiquinone) iron-sulfur subunit (SDHB, SDH2)"
Migut.11G133900,MgIM767.11G129800,1:1,out,AT5G40670,(1 of 1) K12386 - cystinosin (CTNS)
Migut.11G134000,MgIM767.11G129900,1:1,out,AT5G40690,(1 of 1) PTHR34278:SF1 - GB|AAC02775.1
Migut.11G134100,MgIM767.11G130000,1:1,out,AT3G01710,(1 of 1) PTHR47067:SF7 - TPX2 (TARGETING PROTEIN FOR XKLP2) PROTEIN FAMILY
Migut.11G134200,MgIM767.11G130100,1:1,out,AT3G27320,(1 of 1) PTHR23024:SF639 - CARBOXYLESTERASE 11-RELATED
Migut.11G134300,MgIM767.11G130200,1:1,out,AT5G57750,(1 of 2) PTHR45768:SF10 - RING-H2 FINGER PROTEIN ATL13-RELATED
Migut.11G134400,MgIM767.11G130300,1:1,out,AT1G13460,(1 of 1) PTHR10257:SF73 - SERINE_THREONINE PROTEIN PHOSPHATASE 2A 57 KDA REGULATORY SUBUNIT B' THETA ISOFORM
Migut.11G134500,MgIM767.11G130400,1:1,out,AT5G40760,(1 of 1) PTHR23429:SF0 - GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE
Migut.11G134600,MgIM767.11G130500,1:1,out,AT1G13440,(1 of 2) PTHR10836:SF76 - GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE-RELATED
Migut.11G134700,MgIM767.11G130600,1:1,out,AT5G40770,(1 of 3) K17080 - prohibitin 1 (PHB1)
Migut.11G134800,MgIM767.11G130700,1:1,out,AT3G01740,(1 of 1) K17435 - large subunit ribosomal protein L54 (MRPL54)
Migut.11G134900,MgIM767.11G130800,1:1,out,AT5G59440,"(1 of 1) 1.2.4.4//2.7.4.12//2.7.4.9 - 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring). / dehydrogenase, 2-oxoisovalerate (lipoate). // T2-induced deoxynucleotide kinase. / T2-induced deoxynucleotide kinase. // dTMP kinase. / TMPK."
Migut.11G135000,MgIM767.11G130900,1:1,out,AT5G40800,(1 of 1) PTHR33595:SF11 - EMB|CAB62340.1
Migut.11G135100,MgIM767.11G131000,1:1,out,AT5G40810,"(1 of 2) K00413 - ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)"
Migut.11G135200,MgIM767.11G131100,1:1,out,AT5G63380,(1 of 1) PTHR24096:SF251 - 4-COUMARATE--COA LIGASE-LIKE 9
Migut.11G135300,MgIM767.11G131200,1:1,out,AT3G01780,(1 of 1) PTHR36029:SF1 - PROTEIN TPLATE
Migut.11G135400,MgIM767.11G131300,1:1,out,AT5G14250,"(1 of 1) K12177 - COP9 signalosome complex subunit 3 (COPS3, CSN3)"
Migut.11G135500,MgIM767.11G131400,1:1,out,AT4G14605,(1 of 2) PTHR13068:SF9 - MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR FAMILY PROTEIN
Migut.11G135600,MgIM767.11G131500,1:1,out,AT3G01800,"(1 of 2) K02838 - ribosome recycling factor (frr, MRRF, RRF)"
Migut.11G135700,MgIM767.11G131600,1:1,out,AT3G01810,(1 of 1) PTHR31344:SF15 - EEIG1_EHBP1 PROTEIN AMINO-TERMINAL DOMAIN PROTEIN
Migut.11G135800,x,IM62+,out,AT3G50770,(1 of 1) PTHR23050:SF390 - CALCIUM-BINDING PROTEIN CML41-RELATED
Migut.11G135900,MgIM767.11G131700,1:1,out,AT1G76650,(1 of 1) PTHR10891//PTHR10891:SF747 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // CALCIUM-BINDING PROTEIN CML38
Migut.11G136000,x,IM62+,out,AT3G50770,(1 of 1) PTHR23050:SF390 - CALCIUM-BINDING PROTEIN CML41-RELATED
Migut.11G136100,MgIM767.11G131800,1:1,out,AT3G01840,(1 of 1) PTHR45927:SF13 - PROTEIN LYK2
Migut.11G136200,MgIM767.11G131900,1:1,out,AT3G01850,(1 of 3) 5.1.3.1 - ribulose-phosphate 3-epimerase. / xylulose phosphate 3-epimerase.
Migut.11G136300,MgIM767.11G132000,1:1,out,AT3G27210,(1 of 2) PTHR34280:SF12 - TRANSMEMBRANE PROTEIN
Migut.11G136400,MgIM767.11G132100,1:1,out,AT5G14180,(1 of 1) PTHR11005:SF99 - TRIACYLGLYCEROL LIPASE 2
Migut.11G136500,MgIM767.11G132166,1:1,out,AT2G34930,(1 of 2) PTHR46662:SF99 - LRRNT_2 DOMAIN-CONTAINING PROTEIN
x,MgIM767.11G132232,IM767+,out,AT2G34930,(1 of 2) PTHR46662:SF99 - LRRNT_2 DOMAIN-CONTAINING PROTEIN
Migut.11G136600,MgIM767.11G132300,1:1,out,AT3G27180,(1 of 2) 2.1.1.189//2.1.1.190 - 23S rRNA (uracil(747)-C(5))-methyltransferase. / 23S rRNA (uracil(747)-C(5))-methyltransferase. // 23S rRNA (uracil(1939)-C(5))-methyltransferase. / RNA uridine methyltransferase A.
Migut.11G136700,MgIM767.11G132400,1:1,out,AT3G27170,(1 of 1) PTHR11689:SF155 - CHLORIDE CHANNEL PROTEIN CLC-B
Migut.11G136800,MgIM767.11G132500,1:1,out,AT3G27150,(1 of 1) PTHR46122:SF5 - F-BOX DOMAIN-CONTAINING PROTEIN
Migut.11G136900,MgIM767.11G132600,1:1,out,AT3G01910,(1 of 1) 1.8.3.1 - sulfite oxidase. / sulfite oxidase.
Migut.11G137000,MgIM767.11G132700,1:1,out,AT3G27100,"(1 of 1) K11368 - enhancer of yellow 2 transcription factor (ENY2, DC6, SUS1)"
x,MgIM767.11G132800,IM767+,out,AT3G27090,(1 of 1) PTHR46034:SF12 - B2 PROTEIN
Migut.11G137100,MgIM767.11G132900,1:1,out,AT3G27080,(1 of 3) PTHR32409:SF3 - MITOCHONDRIAL IMPORT RECEPTOR SUBUNIT TOM20-1-RELATED
Migut.11G137200,MgIM767.11G133000,1:1,out,AT3G27060,(1 of 2) 1.17.4.1//1.17.4.2 - ribonucleoside-diphosphate reductase. / ribonucleotide reductase. // ribonucleoside-triphosphate reductase (thioredoxin). / ribonucleotide reductase.
Migut.11G137300,MgIM767.11G133100,1:1,out,AT3G01920,(1 of 1) PTHR42828:SF3 - DHBP SYNTHASE RIBB-LIKE ALPHA_BETA DOMAIN-CONTAINING PROTEIN
Migut.11G137400,MgIM767.11G133200,1:1,out,AT5G14140,(1 of 1) PTHR21354:SF0 - ZINC FINGER PROTEIN 511
Migut.11G137500,MgIM767.11G133300,1:1,out,AT5G14130,(1 of 1) PTHR31517:SF51 - PEROXIDASE 55
Migut.11G137600,MgIM767.11G133400,1:1,out,AT3G01930,(1 of 2) PTHR21576:SF73 - F1C9.29 PROTEIN-RELATED
Migut.11G137700,MgIM767.11G133500,1:1,out,AT1G27310,(1 of 1) PTHR12612:SF0 - NUCLEAR TRANSPORT FACTOR 2
Migut.11G137800,MgIM767.11G133600,1:1,out,AT5G40960,(1 of 1) PTHR33128:SF54 - OS01G0849500 PROTEIN
Migut.11G137900,MgIM767.11G133700,1:1,out,AT3G27030,(1 of 13) PF11820 - Protein of unknown function (DUF3339) (DUF3339)
Migut.11G138000,MgIM767.11G133800,1:1,out,AT5G40980,"(1 of 1) PTHR33128:SF64 - PROTEIN, PUTATIVE (DUF 3339)-RELATED"
x,MgIM767.11G133900,IM767+,out,AT1G27290,
Migut.11G138100,MgIM767.11G134000,1:1,out,AT5G58770,(1 of 1) PTHR10291:SF0 - DEHYDRODOLICHYL DIPHOSPHATE SYNTHASE
Migut.11G138200,MgIM767.11G134100,1:1,out,AT3G01980,(1 of 1) 1.1.1.173//1.1.1.378 - L-rhamnose 1-dehydrogenase. / L-rhamnose 1-dehydrogenase. // L-rhamnose 1-dehydrogenase [NAD(P)(+)]. / L-rhamnose 1-dehydrogenase [NAD(P)(+)].
Migut.11G138300,MgIM767.11G134200,1:1,out,AT5G14090,(1 of 1) PTHR34959:SF4 - PROTEIN LAZY 1
Migut.11G138400,MgIM767.11G134300,1:1,out,AT3G62870,"(1 of 2) K02936 - large subunit ribosomal protein L7Ae (RP-L7Ae, RPL7A)"
Migut.11G138500,MgIM767.11G134400,1:1,out,AT3G02000,(1 of 1) PTHR10168:SF128 - GLUTAREDOXIN-C7
Migut.11G138600,MgIM767.11G134500,1:1,out,AT2G33490,(1 of 1) PTHR34119:SF24 - BAR DOMAIN-CONTAINING PROTEIN
Migut.11G138700,MgIM767.11G134600,1:1,out,AT3G26810,(1 of 1) PTHR16134:SF45 - PROTEIN AUXIN SIGNALING F-BOX 2
Migut.11G138800,MgIM767.11G134700,1:1,out,AT5G14040,"(1 of 1) PTHR45671:SF10 - PHOSPHATE CARRIER PROTEIN, MITOCHONDRIAL"
Migut.11G138900,MgIM767.11G134800,1:1,out,AT5G14060,"(1 of 1) PTHR21499:SF54 - ASPARTOKINASE 2, CHLOROPLASTIC"
Migut.11G139000,MgIM767.11G134900,1:1,out,AT2G31410,(1 of 1) PTHR13557:SF1 - COILED-COIL DOMAIN-CONTAINING PROTEIN 86
Migut.11G139100,MgIM767.11G135000,1:1,out,AT3G26730,(1 of 1) PTHR12983:SF9 - RING FINGER PROTEIN 10
Migut.11G139200,MgIM767.11G135100,1:1,out,AT5G13890,(1 of 1) PTHR47830:SF1 - OS11G0534100 PROTEIN
Migut.11G139300,MgIM767.11G135200,1:1,out,AT3G56830,(1 of 1) IPR007572//IPR036259 - Uncharacterised protein family Ycf20 // MFS transporter superfamily
Migut.11G139400,x,IM62+,out,AT3G27110,"(1 of 1) PTHR10120:SF26 - PLASTOGLOBULE-LOCALIZED METALLOPEPTIDASE 48, CHLOROPLASTIC"
